,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3835,YGGUSDT,ARPAUSDT,0.01,-3.91,-3.37,8.28,19
2118,ICPUSDT,ETHWUSDT,0.01,-3.84,-3.37,1.04,19
2165,ILVUSDT,REEFUSDT,0.02,-3.61,-3.37,13815.21,19
2203,INJUSDT,OGNUSDT,0.04,-3.44,-3.37,16.8,19
3484,USDCUSDT,KAVAUSDT,0.0,-12.83,-3.37,1.11,19
3486,USDCUSDT,KLAYUSDT,0.0,-12.85,-3.37,5.85,19
2063,HNTUSDT,NEOUSDT,0.04,-3.47,-3.37,0.37,19
2057,HNTUSDT,LUNA2USDT,0.0,-4.11,-3.37,1.48,19
2297,KDAUSDT,DENTUSDT,0.02,-3.73,-3.37,1306.32,19
2292,KDAUSDT,CKBUSDT,0.02,-3.67,-3.37,348.78,19
3582,XEMUSDT,BNXUSDT,0.01,-3.94,-3.37,0.0,19
2066,HNTUSDT,OMGUSDT,0.03,-3.53,-3.37,2.15,19
3547,USDCUSDT,XEMUSDT,0.0,-12.83,-3.37,31.28,19
3576,XEMUSDT,1000BTTUSDT,0.03,-3.52,-3.37,47.72,19
2279,JSTUSDT,YFIUSDT,0.03,-3.54,-3.37,0.0,19
2113,ICPUSDT,DOTUSDT,0.0,-4.32,-3.37,0.68,19
2109,ICPUSDT,BICOUSDT,0.01,-3.88,-3.37,13.09,19
3619,XLMUSDT,LOOKSUSDT,0.02,-3.61,-3.37,0.66,19
2100,HOTUSDT,GLMRUSDT,0.03,-3.53,-3.37,0.0,19
64,AAVEUSDT,LUNA2USDT,0.04,-3.4,-3.37,35.34,19
3597,XEMUSDT,HNTUSDT,0.02,-3.75,-3.37,0.01,19
3562,WAVESUSDT,ANTUSDT,0.04,-3.45,-3.37,1.18,19
2089,HNTUSDT,UNIUSDT,0.02,-3.7,-3.37,0.42,19
365,AUDIOUSDT,HOTUSDT,0.01,-4.07,-3.37,95.34,19
363,AUDIOUSDT,FTMUSDT,0.02,-3.61,-3.37,0.82,19
72,AAVEUSDT,RNDRUSDT,0.04,-3.44,-3.37,122.22,19
2087,HNTUSDT,TRBUSDT,0.0,-4.18,-3.37,0.21,19
2084,HNTUSDT,THETAUSDT,0.01,-3.83,-3.37,2.76,19
3666,XRPUSDT,APTUSDT,0.0,-13.93,-3.37,0.09,19
3550,USDCUSDT,XNOUSDT,0.0,-12.95,-3.37,1.69,19
730,BCHUSDT,SCUSDT,0.01,-3.86,-3.37,43136.15,19
62,AAVEUSDT,LINKUSDT,0.03,-3.53,-3.37,9.49,19
2990,RUNEUSDT,ACHUSDT,0.02,-3.62,-3.37,121.83,19
2361,KLAYUSDT,RENUSDT,0.02,-3.67,-3.37,2.2,19
3727,XRPUSDT,GMTUSDT,0.0,-13.98,-3.37,0.97,19
2825,RENUSDT,COMPUSDT,0.0,-4.38,-3.37,0.0,19
3126,SUNUSDT,BITUSDT,0.0,-4.24,-3.37,0.02,19
861,BLZUSDT,DUSKUSDT,0.03,-3.55,-3.37,0.65,19
2813,RENUSDT,BICOUSDT,0.0,-5.09,-3.37,0.26,19
123,AGLDUSDT,GRTUSDT,0.04,-3.38,-3.37,3.97,19
3791,XRPUSDT,STXUSDT,0.0,-13.91,-3.37,1.64,19
688,BCHUSDT,INJUSDT,0.03,-3.54,-3.37,60.17,19
34,1INCHUSDT,WAVESUSDT,0.01,-3.96,-3.37,0.23,19
3736,XRPUSDT,ILVUSDT,0.0,-13.62,-3.37,0.01,19
